 -0.014999	 0.000000	 0.014999	 0.029996	 0.044985	 0.059964	 0.074930	 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223106	 0.237703	 0.252245	 0.266731	 0.281157	 0.295520	 0.309816	 0.324043	 0.338197	 0.352274	 0.366273	 0.380188	 0.394019	 0.407760	 0.421410	 0.434966	 0.448423	 0.461779	 0.475032	 0.488177	 0.501213	 0.514136	 0.526943	 0.539632	 0.552199	 0.564642	 0.576959	 0.589145	 0.601198	 0.613117	 0.624897	 0.636537	 0.648034	 0.659385	 0.670587	 0.681639	 0.692537	 0.703279	 0.713864	 0.724287	 0.734548	 0.744643	 0.754571	 0.764329	 0.773915	 0.783327	 0.792563	 0.801620	 0.810497	 0.819192	 0.827702	 0.836026	 0.844162	 0.852108	 0.859862	 0.867423	 0.874789	 0.881958	 0.888928	 0.895699	 0.902268	 0.908633	 0.914795	 0.920751	 0.926499	 0.932039	 0.937369	 0.942489	 0.947396	 0.952090	 0.956570	 0.960835	 0.964884	 0.968715	 0.972329	 0.975723	 0.978899	 0.981854	 0.984588	 0.987100	 0.989391	 0.991458	 0.993303	 0.994924	 0.996322	 0.997495	
 0.000000	 0.014999	 0.029996	 0.044985	 0.059964	 0.074930	 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223106	 0.237703	 0.252245	 0.266732	 0.281158	 0.295520	 0.309817	 0.324043	 0.338197	 0.352274	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461779	 0.475032	 0.488177	 0.501213	 0.514136	 0.526943	 0.539632	 0.552200	 0.564643	 0.576959	 0.589145	 0.601199	 0.613117	 0.624897	 0.636537	 0.648034	 0.659385	 0.670587	 0.681639	 0.692537	 0.703280	 0.713864	 0.724287	 0.734548	 0.744643	 0.754571	 0.764329	 0.773915	 0.783327	 0.792563	 0.801620	 0.810497	 0.819192	 0.827702	 0.836026	 0.844162	 0.852108	 0.859863	 0.867423	 0.874789	 0.881958	 0.888928	 0.895699	 0.902268	 0.908634	 0.914795	 0.920751	 0.926499	 0.932039	 0.937370	 0.942489	 0.947396	 0.952090	 0.956570	 0.960835	 0.964884	 0.968715	 0.972329	 0.975723	 0.978899	 0.981854	 0.984588	 0.987100	 0.989391	 0.991458	 0.993303	 0.994924	 0.996322	 0.997495	 0.998444	
 0.014999	 0.029996	 0.044985	 0.059964	 0.074930	 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223106	 0.237703	 0.252246	 0.266732	 0.281158	 0.295520	 0.309817	 0.324043	 0.338197	 0.352274	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461779	 0.475032	 0.488177	 0.501213	 0.514136	 0.526944	 0.539632	 0.552200	 0.564643	 0.576959	 0.589145	 0.601199	 0.613117	 0.624898	 0.636537	 0.648034	 0.659385	 0.670587	 0.681639	 0.692537	 0.703280	 0.713864	 0.724287	 0.734548	 0.744643	 0.754571	 0.764329	 0.773915	 0.783327	 0.792563	 0.801620	 0.810497	 0.819192	 0.827702	 0.836026	 0.844162	 0.852108	 0.859863	 0.867424	 0.874789	 0.881958	 0.888929	 0.895699	 0.902268	 0.908634	 0.914795	 0.920751	 0.926499	 0.932039	 0.937370	 0.942489	 0.947396	 0.952091	 0.956571	 0.960835	 0.964884	 0.968715	 0.972329	 0.975724	 0.978899	 0.981854	 0.984588	 0.987100	 0.989391	 0.991459	 0.993303	 0.994924	 0.996322	 0.997495	 0.998444	 0.999168	
 0.029996	 0.044985	 0.059964	 0.074930	 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223107	 0.237703	 0.252246	 0.266732	 0.281158	 0.295520	 0.309817	 0.324043	 0.338197	 0.352274	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461779	 0.475032	 0.488178	 0.501213	 0.514136	 0.526944	 0.539632	 0.552200	 0.564643	 0.576959	 0.589145	 0.601199	 0.613117	 0.624898	 0.636538	 0.648034	 0.659385	 0.670588	 0.681639	 0.692537	 0.703280	 0.713864	 0.724288	 0.734548	 0.744644	 0.754571	 0.764329	 0.773915	 0.783327	 0.792563	 0.801620	 0.810497	 0.819192	 0.827702	 0.836026	 0.844162	 0.852109	 0.859863	 0.867424	 0.874789	 0.881958	 0.888929	 0.895699	 0.902268	 0.908634	 0.914795	 0.920751	 0.926500	 0.932040	 0.937370	 0.942489	 0.947397	 0.952091	 0.956571	 0.960835	 0.964884	 0.968716	 0.972329	 0.975724	 0.978899	 0.981854	 0.984588	 0.987100	 0.989391	 0.991459	 0.993303	 0.994925	 0.996322	 0.997495	 0.998444	 0.999168	 0.999667	
 0.044985	 0.059964	 0.074930	 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223107	 0.237703	 0.252246	 0.266732	 0.281158	 0.295520	 0.309817	 0.324043	 0.338197	 0.352275	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461780	 0.475032	 0.488178	 0.501213	 0.514136	 0.526944	 0.539633	 0.552200	 0.564643	 0.576959	 0.589145	 0.601199	 0.613117	 0.624898	 0.636538	 0.648034	 0.659385	 0.670588	 0.681639	 0.692538	 0.703280	 0.713864	 0.724288	 0.734548	 0.744644	 0.754572	 0.764330	 0.773916	 0.783328	 0.792563	 0.801621	 0.810498	 0.819192	 0.827703	 0.836027	 0.844163	 0.852109	 0.859863	 0.867424	 0.874790	 0.881958	 0.888929	 0.895699	 0.902268	 0.908634	 0.914796	 0.920751	 0.926500	 0.932040	 0.937370	 0.942489	 0.947397	 0.952091	 0.956571	 0.960836	 0.964884	 0.968716	 0.972329	 0.975724	 0.978899	 0.981854	 0.984588	 0.987101	 0.989391	 0.991459	 0.993303	 0.994925	 0.996322	 0.997495	 0.998444	 0.999168	 0.999667	 0.999942	
 0.059964	 0.074930	 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223107	 0.237703	 0.252246	 0.266732	 0.281158	 0.295521	 0.309817	 0.324043	 0.338197	 0.352275	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461780	 0.475032	 0.488178	 0.501214	 0.514137	 0.526944	 0.539633	 0.552200	 0.564643	 0.576959	 0.589145	 0.601199	 0.613117	 0.624898	 0.636538	 0.648034	 0.659385	 0.670588	 0.681639	 0.692538	 0.703280	 0.713864	 0.724288	 0.734549	 0.744644	 0.754572	 0.764330	 0.773916	 0.783328	 0.792563	 0.801621	 0.810498	 0.819192	 0.827703	 0.836027	 0.844163	 0.852109	 0.859863	 0.867424	 0.874790	 0.881959	 0.888929	 0.895699	 0.902268	 0.908634	 0.914796	 0.920751	 0.926500	 0.932040	 0.937370	 0.942490	 0.947397	 0.952091	 0.956571	 0.960836	 0.964884	 0.968716	 0.972329	 0.975724	 0.978899	 0.981854	 0.984588	 0.987101	 0.989391	 0.991459	 0.993304	 0.994925	 0.996322	 0.997495	 0.998444	 0.999168	 0.999667	 0.999942	 0.999991	
 0.074930	 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223107	 0.237703	 0.252246	 0.266732	 0.281158	 0.295521	 0.309817	 0.324043	 0.338197	 0.352275	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461780	 0.475032	 0.488178	 0.501214	 0.514137	 0.526944	 0.539633	 0.552200	 0.564643	 0.576959	 0.589145	 0.601199	 0.613118	 0.624898	 0.636538	 0.648035	 0.659385	 0.670588	 0.681640	 0.692538	 0.703280	 0.713864	 0.724288	 0.734549	 0.744644	 0.754572	 0.764330	 0.773916	 0.783328	 0.792563	 0.801621	 0.810498	 0.819192	 0.827703	 0.836027	 0.844163	 0.852109	 0.859863	 0.867424	 0.874790	 0.881959	 0.888929	 0.895700	 0.902269	 0.908634	 0.914796	 0.920752	 0.926500	 0.932040	 0.937370	 0.942490	 0.947397	 0.952091	 0.956571	 0.960836	 0.964884	 0.968716	 0.972329	 0.975724	 0.978899	 0.981854	 0.984588	 0.987101	 0.989391	 0.991459	 0.993304	 0.994925	 0.996322	 0.997495	 0.998444	 0.999168	 0.999668	 0.999942	 0.999991	 0.999816	
 0.089879	 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223107	 0.237703	 0.252246	 0.266732	 0.281158	 0.295521	 0.309817	 0.324043	 0.338197	 0.352275	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461780	 0.475032	 0.488178	 0.501214	 0.514137	 0.526944	 0.539633	 0.552200	 0.564643	 0.576959	 0.589146	 0.601199	 0.613118	 0.624898	 0.636538	 0.648035	 0.659386	 0.670588	 0.681640	 0.692538	 0.703280	 0.713865	 0.724288	 0.734549	 0.744644	 0.754572	 0.764330	 0.773916	 0.783328	 0.792564	 0.801621	 0.810498	 0.819193	 0.827703	 0.836027	 0.844163	 0.852109	 0.859863	 0.867424	 0.874790	 0.881959	 0.888929	 0.895700	 0.902269	 0.908635	 0.914796	 0.920752	 0.926500	 0.932040	 0.937370	 0.942490	 0.947397	 0.952091	 0.956571	 0.960836	 0.964885	 0.968716	 0.972330	 0.975724	 0.978899	 0.981854	 0.984588	 0.987101	 0.989391	 0.991459	 0.993304	 0.994925	 0.996322	 0.997496	 0.998444	 0.999168	 0.999668	 0.999942	 0.999991	 0.999816	 0.999415	
 0.104807	 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223107	 0.237703	 0.252246	 0.266732	 0.281158	 0.295521	 0.309817	 0.324043	 0.338197	 0.352275	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448423	 0.461780	 0.475032	 0.488178	 0.501214	 0.514137	 0.526944	 0.539633	 0.552200	 0.564643	 0.576959	 0.589146	 0.601199	 0.613118	 0.624898	 0.636538	 0.648035	 0.659386	 0.670588	 0.681640	 0.692538	 0.703280	 0.713865	 0.724288	 0.734549	 0.744644	 0.754572	 0.764330	 0.773916	 0.783328	 0.792564	 0.801621	 0.810498	 0.819193	 0.827703	 0.836027	 0.844163	 0.852109	 0.859864	 0.867424	 0.874790	 0.881959	 0.888929	 0.895700	 0.902269	 0.908635	 0.914796	 0.920752	 0.926500	 0.932040	 0.937371	 0.942490	 0.947397	 0.952091	 0.956571	 0.960836	 0.964885	 0.968716	 0.972330	 0.975724	 0.978900	 0.981854	 0.984589	 0.987101	 0.989391	 0.991459	 0.993304	 0.994925	 0.996322	 0.997496	 0.998444	 0.999168	 0.999668	 0.999942	 0.999991	 0.999816	 0.999415	 0.998790	
 0.119712	 0.134590	 0.149438	 0.164252	 0.179030	 0.193767	 0.208460	 0.223107	 0.237703	 0.252246	 0.266732	 0.281158	 0.295521	 0.309817	 0.324044	 0.338197	 0.352275	 0.366273	 0.380189	 0.394019	 0.407761	 0.421411	 0.434966	 0.448424	 0.461780	 0.475032	 0.488178	 0.501214	 0.514137	 0.526944	 0.539633	 0.552200	 0.564643	 0.576959	 0.589146	 0.601199	 0.613118	 0.624898	 0.636538	 0.648035	 0.659386	 0.670588	 0.681640	 0.692538	 0.703281	 0.713865	 0.724288	 0.734549	 0.744644	 0.754572	 0.764330	 0.773916	 0.783328	 0.792564	 0.801621	 0.810498	 0.819193	 0.827703	 0.836027	 0.844163	 0.852109	 0.859864	 0.867425	 0.874790	 0.881959	 0.888930	 0.895700	 0.902269	 0.908635	 0.914796	 0.920752	 0.926500	 0.932040	 0.937371	 0.942490	 0.947397	 0.952092	 0.956572	 0.960836	 0.964885	 0.968716	 0.972330	 0.975725	 0.978900	 0.981855	 0.984589	 0.987101	 0.989392	 0.991459	 0.993304	 0.994925	 0.996323	 0.997496	 0.998444	 0.999169	 0.999668	 0.999942	 0.999992	 0.999816	 0.999415	 0.998790	 0.997940	
