1.000000	0.540302	-0.416147	-0.989992	-0.653644	0.283662	0.960170	0.753902	-0.145500	-0.911130	
0.540302	0.291927	-0.224845	-0.534895	-0.353165	0.153263	0.518782	0.407335	-0.078614	-0.492286	
-0.416147	-0.224845	0.173178	0.411982	0.272012	-0.118045	-0.399572	-0.313734	0.060549	0.379164	
-0.989992	-0.534895	0.411982	0.980085	0.647102	-0.280823	-0.950561	-0.746358	0.144044	0.902012	
-0.653644	-0.353165	0.272012	0.647102	0.427250	-0.185414	-0.627609	-0.492783	0.095105	0.595554	
0.283662	0.153263	-0.118045	-0.280823	-0.185414	0.080464	0.272364	0.213854	-0.041273	-0.258453	
0.960170	0.518782	-0.399572	-0.950561	-0.627609	0.272364	0.921927	0.723875	-0.139705	-0.874840	
0.753902	0.407335	-0.313734	-0.746358	-0.492783	0.213854	0.723875	0.568369	-0.109693	-0.686903	
-0.145500	-0.078614	0.060549	0.144044	0.095105	-0.041273	-0.139705	-0.109693	0.021170	0.132569	
-0.911130	-0.492286	0.379164	0.902012	0.595554	-0.258453	-0.874840	-0.686903	0.132569	0.830158	
