0.804152	0.509631	0.057542	0.110609	0.592665	0.797714	0.425356	0.021098	0.176518	0.662460	0.766938	0.336893	0.002341	0.254350	0.724974	0.724757	0.254017	0.002380	0.337245	0.767089	
0.435847	0.276217	0.031187	0.058404	0.312944	0.421214	0.224600	0.011141	0.095671	0.359050	0.415676	0.182595	0.001269	0.134304	0.382806	0.382693	0.134128	0.001290	0.182785	0.415758	
-0.570976	-0.361856	-0.040857	-0.079362	-0.425242	-0.572365	-0.305196	-0.015138	-0.125334	-0.470370	-0.544553	-0.239206	-0.001662	-0.182498	-0.520174	-0.520018	-0.182259	-0.001690	-0.239456	-0.544660	
-0.741317	-0.469809	-0.053045	-0.100863	-0.540446	-0.727428	-0.387879	-0.019240	-0.162725	-0.610696	-0.707010	-0.310569	-0.002158	-0.231940	-0.661098	-0.660901	-0.231636	-0.002194	-0.310893	-0.707148	
0.181460	0.115000	0.012985	0.024430	0.130900	0.176189	0.093947	0.004660	0.039832	0.149487	0.173063	0.076021	0.000528	0.056178	0.160123	0.160075	0.056104	0.000537	0.076101	0.173096	
0.835213	0.529316	0.059764	0.114369	0.612816	0.824836	0.439819	0.021816	0.183336	0.688048	0.796561	0.349906	0.002431	0.262998	0.749623	0.749398	0.262653	0.002471	0.350272	0.796717	
0.261475	0.165709	0.018710	0.037292	0.199820	0.268952	0.143411	0.007113	0.057396	0.215402	0.249374	0.109543	0.000761	0.085755	0.244429	0.244356	0.085643	0.000774	0.109657	0.249424	
-0.695325	-0.440661	-0.049755	-0.094418	-0.505912	-0.680946	-0.363094	-0.018010	-0.152630	-0.572808	-0.663147	-0.291301	-0.002024	-0.217119	-0.618854	-0.618669	-0.216834	-0.002058	-0.291606	-0.663276	
-0.633472	-0.401462	-0.045328	-0.087805	-0.470482	-0.633258	-0.337665	-0.016749	-0.139052	-0.521853	-0.604157	-0.265388	-0.001844	-0.201913	-0.575514	-0.575343	-0.201649	-0.001875	-0.265665	-0.604274	
0.348203	0.220674	0.024916	0.048568	0.260238	0.350275	0.186773	0.009264	0.076434	0.286850	0.332091	0.145877	0.001014	0.111685	0.318335	0.318240	0.111538	0.001030	0.146030	0.332154	
0.825979	0.523464	0.059104	0.112937	0.605143	0.814507	0.434311	0.021543	0.181309	0.680439	0.787755	0.346038	0.002404	0.259705	0.740236	0.740015	0.259364	0.002444	0.346399	0.787909	
0.095689	0.060643	0.006847	0.011580	0.062045	0.083512	0.044531	0.002209	0.021005	0.078827	0.091260	0.040088	0.000279	0.026627	0.075898	0.075874	0.026593	0.000283	0.040129	0.091278	
-0.774785	-0.491020	-0.055440	-0.106742	-0.571949	-0.769829	-0.410487	-0.020361	-0.170071	-0.638267	-0.738931	-0.324590	-0.002255	-0.245459	-0.699631	-0.699422	-0.245137	-0.002293	-0.324930	-0.739075	
-0.510193	-0.323335	-0.036507	-0.068687	-0.368039	-0.495373	-0.264143	-0.013102	-0.111992	-0.420296	-0.486583	-0.213742	-0.001485	-0.157949	-0.450202	-0.450067	-0.157742	-0.001510	-0.213964	-0.486678	
0.510785	0.323710	0.036550	0.068768	0.368473	0.495957	0.264454	0.013118	0.112122	0.420784	0.487148	0.213990	0.001487	0.158135	0.450732	0.450597	0.157928	0.001511	0.214213	0.487244	
0.774505	0.490843	0.055420	0.106705	0.571750	0.769561	0.410345	0.020354	0.170010	0.638038	0.738665	0.324473	0.002255	0.245373	0.699388	0.699179	0.245053	0.002292	0.324813	0.738809	
-0.096426	-0.061110	-0.006900	-0.011680	-0.062588	-0.084242	-0.044920	-0.002228	-0.021166	-0.079436	-0.091964	-0.040397	-0.000281	-0.026860	-0.076560	-0.076537	-0.026826	-0.000285	-0.040439	-0.091982	
-0.826093	-0.523537	-0.059112	-0.112954	-0.605234	-0.814631	-0.434376	-0.021546	-0.181334	-0.680535	-0.787865	-0.346085	-0.002405	-0.259744	-0.740348	-0.740127	-0.259403	-0.002445	-0.346447	-0.788019	
