-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	
-0.000000	-0.352904	-0.188803	0.251895	0.323566	-0.078788	-0.365717	-0.116870	0.303192	0.279077	-0.153887	-0.361406	-0.039464	0.340292	0.221520	-0.221779	-0.340172	0.039788	0.361458	0.153592	
-0.000000	-0.894610	-0.478614	0.638552	0.820239	-0.199727	-0.927092	-0.296265	0.768591	0.707459	-0.390103	-0.916163	-0.100042	0.862640	0.561553	-0.562210	-0.862335	0.100862	0.916296	0.389356	
-0.000000	-0.831518	-0.444860	0.593519	0.762392	-0.185641	-0.861709	-0.275371	0.714387	0.657566	-0.362591	-0.851551	-0.092987	0.801803	0.521950	-0.522560	-0.801519	0.093748	0.851674	0.361897	
-0.000000	-0.256058	-0.136990	0.182768	0.234771	-0.057166	-0.265355	-0.084798	0.219988	0.202491	-0.111656	-0.262226	-0.028634	0.246907	0.160729	-0.160917	-0.246820	0.028869	0.262265	0.111442	
-0.000000	-0.011280	-0.006035	0.008051	0.010342	-0.002518	-0.011689	-0.003735	0.009691	0.008920	-0.004919	-0.011551	-0.001261	0.010877	0.007080	-0.007089	-0.010873	0.001272	0.011553	0.004909	
-0.000000	-0.455785	-0.243844	0.325329	0.417894	-0.101757	-0.472333	-0.150940	0.391581	0.360435	-0.198749	-0.466765	-0.050969	0.439497	0.286099	-0.286434	-0.439341	0.051387	0.466833	0.198368	
-0.000000	-0.938372	-0.502027	0.669788	0.860362	-0.209497	-0.972442	-0.310757	0.806188	0.742065	-0.409185	-0.960978	-0.104936	0.904838	0.589022	-0.589712	-0.904518	0.105795	0.961118	0.408402	
-0.000000	-0.752049	-0.402345	0.536796	0.689529	-0.167899	-0.779355	-0.249053	0.646112	0.594722	-0.327938	-0.770167	-0.084100	0.725174	0.472067	-0.472619	-0.724917	0.084789	0.770279	0.327310	
-0.000000	-0.169780	-0.090832	0.121185	0.155666	-0.037904	-0.175945	-0.056226	0.145864	0.134263	-0.074034	-0.173871	-0.018986	0.163713	0.106572	-0.106697	-0.163655	0.019142	0.173896	0.073893	
-0.000000	-0.044590	-0.023856	0.031828	0.040883	-0.009955	-0.046209	-0.014767	0.038309	0.035262	-0.019444	-0.045665	-0.004986	0.042997	0.027990	-0.028022	-0.042982	0.005027	0.045671	0.019407	
-0.000000	-0.559883	-0.299536	0.399632	0.513338	-0.124997	-0.580211	-0.185414	0.481015	0.442756	-0.244142	-0.573371	-0.062610	0.539875	0.351442	-0.351854	-0.539684	0.063123	0.573455	0.243675	
-0.000000	-0.960753	-0.514001	0.685764	0.880883	-0.214494	-0.995636	-0.318169	0.825417	0.759765	-0.418945	-0.983899	-0.107439	0.926420	0.603071	-0.603777	-0.926092	0.108319	0.984042	0.418143	
-0.000000	-0.659925	-0.353058	0.471040	0.605063	-0.147332	-0.683886	-0.218545	0.566965	0.521870	-0.287766	-0.675824	-0.073798	0.636342	0.414240	-0.414724	-0.636117	0.074402	0.675922	0.287215	
-0.000000	-0.098113	-0.052490	0.070031	0.089956	-0.021904	-0.101675	-0.032492	0.084292	0.077588	-0.042783	-0.100477	-0.010972	0.094607	0.061586	-0.061658	-0.094573	0.011062	0.100491	0.042701	
-0.000000	-0.098372	-0.052629	0.070216	0.090194	-0.021962	-0.101944	-0.032578	0.084515	0.077793	-0.042896	-0.100742	-0.011001	0.094857	0.061749	-0.061821	-0.094823	0.011091	0.100757	0.042814	
-0.000000	-0.660323	-0.353271	0.471324	0.605428	-0.147421	-0.684298	-0.218677	0.567307	0.522184	-0.287940	-0.676231	-0.073842	0.636726	0.414489	-0.414974	-0.636500	0.074447	0.676329	0.287388	
-0.000000	-0.960707	-0.513976	0.685731	0.880840	-0.214483	-0.995589	-0.318154	0.825377	0.759728	-0.418925	-0.983852	-0.107433	0.926375	0.603042	-0.603748	-0.926047	0.108314	0.983995	0.418123	
-0.000000	-0.559461	-0.299311	0.399331	0.512952	-0.124903	-0.579774	-0.185275	0.480653	0.442423	-0.243958	-0.572940	-0.062563	0.539468	0.351178	-0.351589	-0.539277	0.063076	0.573023	0.243491	
-0.000000	-0.044411	-0.023760	0.031700	0.040719	-0.009915	-0.046024	-0.014707	0.038155	0.035120	-0.019366	-0.045481	-0.004966	0.042824	0.027877	-0.027910	-0.042809	0.005007	0.045488	0.019329	
