0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	
-0.386822	-0.804824	-0.482875	0.283028	0.788716	0.569261	-0.173568	-0.756821	-0.644256	
-0.418002	-0.869696	-0.521797	0.305842	0.852289	0.615147	-0.187559	-0.817824	-0.696185	
-0.064873	-0.134974	-0.080981	0.047466	0.132272	0.095469	-0.029108	-0.126924	-0.108046	
0.347900	0.723843	0.434288	-0.254550	-0.709355	-0.511983	0.156104	0.680670	0.579431	
0.440815	0.917162	0.550275	-0.322533	-0.898806	-0.648720	0.197796	0.862459	0.734181	
0.128446	0.267247	0.160341	-0.093981	-0.261898	-0.189026	0.057634	0.251307	0.213929	
-0.302016	-0.628374	-0.377009	0.220977	0.615797	0.444457	-0.135515	-0.590896	-0.503008	
-0.454805	-0.946271	-0.567739	0.332769	0.927332	0.669308	-0.204073	-0.889831	-0.757482	
-0.189449	-0.394171	-0.236492	0.138615	0.386281	0.278802	-0.085007	-0.370660	-0.315531	
