-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
-0.000000	-0.708073	-0.765147	-0.118748	0.636827	0.806907	0.235120	-0.552835	-0.832516	-0.346786	
-0.000000	-0.765147	-0.826822	-0.128320	0.688159	0.871947	0.254072	-0.597396	-0.899621	-0.374738	
-0.000000	-0.118748	-0.128320	-0.019915	0.106800	0.135323	0.039431	-0.092714	-0.139618	-0.058158	
0.000000	0.636827	0.688159	0.106800	-0.572750	-0.725716	-0.211462	0.497209	0.748749	0.311892	
0.000000	0.806907	0.871947	0.135323	-0.725716	-0.919536	-0.267938	0.630000	0.948720	0.395190	
0.000000	0.235120	0.254072	0.039431	-0.211462	-0.267938	-0.078073	0.183572	0.276442	0.115152	
-0.000000	-0.552835	-0.597396	-0.092714	0.497209	0.630000	0.183572	-0.431631	-0.649995	-0.270756	
-0.000000	-0.832516	-0.899621	-0.139618	0.748749	0.948720	0.276442	-0.649995	-0.978830	-0.407733	
-0.000000	-0.346786	-0.374738	-0.058158	0.311892	0.395190	0.115152	-0.270756	-0.407733	-0.169842	
